Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M1_1,40.0,39.1,9,9.35,75,2024-10-11 19:01:07,0.5,4.0
M1_1,40.0,41.06,9,9.58,60,2024-10-11 19:01:28,1.0,5.0
M1_1,32.0,36.66,9,9.24,40,2024-10-11 19:01:52,1.0,0.0
M1_1,40.0,39.59,9,9.92,55,2024-10-11 19:02:16,1.0,0.0
M1_1,24.0,33.24,9,9.32,70,2024-10-11 19:02:35,0.3,3.0
M1_1,32.0,23.95,9,9.88,0,2024-10-11 19:02:56,0.0,0.0
M1_1,32.0,30.3,9,9.77,30,2024-10-11 19:03:20,0.3,0.0
M1_1,40.0,37.63,9,10.07,45,2024-10-11 19:03:44,0.5,0.0
M1_1,32.0,34.21,9,10.1,30,2024-10-11 19:04:08,0.5,0.0
M1_1,32.0,31.28,9,10.35,60,2024-10-11 19:04:31,0.3,3.0
M1_1,40.0,35.68,9,10.05,10,2024-10-11 19:04:50,0.1,0.0
M1_1,24.0,40.08,9,9.21,15,2024-10-11 19:05:18,0.3,0.0
M1_1,24.0,23.46,9,9.98,70,2024-10-11 19:05:43,0.5,4.0
M1_1,24.0,23.46,9,10.12,35,2024-10-11 19:06:05,0.1,2.0
M1_1,32.0,25.42,9,9.91,75,2024-10-11 19:06:27,1.0,5.0
M1_1,40.0,35.19,9,9.82,25,2024-10-11 19:07:06,0.3,0.0
M1_1,40.0,40.08,9,10.38,25,2024-10-11 19:07:35,0.1,2.0
M1_1,32.0,33.24,9,9.75,10,2024-10-11 19:08:01,0.1,0.0
M1_1,24.0,26.39,9,10.0,30,2024-10-11 19:08:25,0.5,0.0
M1_1,32.0,30.79,9,9.78,20,2024-10-11 19:08:53,0.1,2.0
M1_1,40.0,39.1,9,10.15,0,2024-10-11 19:09:13,0.0,0.0
M1_1,24.0,38.61,9,10.28,85,2024-10-11 19:09:35,1.0,5.0
M1_1,24.0,23.46,9,10.33,70,2024-10-11 19:09:56,1.0,0.0
M1_1,32.0,23.95,9,9.67,75,2024-10-11 19:10:19,0.5,4.0
M1_1,24.0,27.37,9,9.02,0,2024-10-11 19:10:38,0.0,0.0
M1_1,40.0,26.39,9,10.39,45,2024-10-11 19:11:00,0.3,3.0
M1_1,24.0,37.15,9,10.14,20,2024-10-11 19:11:22,0.1,0.0
